"","Credit_Limit","Income_Category","Customer_Age","Total_Trans_Ct","Months_on_book","Gender","Education_Level","Marital_Status"
"8129",2999,"Less than $40K",50,83,36,"F","Graduate","Married"
"8130",1438.3,"$60K - $80K",38,76,32,"M","High School","Single"
"8131",1438.3,"$40K - $60K",44,78,28,"F","High School","Married"
"8139",1984,"Less than $40K",31,73,25,"F","High School","Divorced"
"8140",8086,"$60K - $80K",48,78,43,"M","Doctorate","Single"
"8142",1536,"$40K - $60K",47,89,27,"M","High School","Single"
"8146",1759,"Less than $40K",51,81,38,"F","High School","Single"
"8151",1843,"Less than $40K",48,73,29,"F","Uneducated","Married"
"8152",2181,"$40K - $60K",49,89,31,"M","College","Divorced"
"8154",11247,"$80K - $120K",43,85,36,"M","High School","Single"
"8155",16258,"$120K +",55,58,47,"M","Graduate","Single"
"8156",34516,"$120K +",49,69,37,"M","Graduate","Married"
"8157",4255,"$60K - $80K",43,75,36,"M","High School","Married"
"8158",1438.3,"Less than $40K",48,82,42,"F","College","Single"
"8159",3029,"Less than $40K",57,89,53,"F","High School","Single"
"8161",3318,"$60K - $80K",50,80,44,"M","Uneducated","Single"
"8163",1620,"Less than $40K",43,91,35,"F","Graduate","Single"
"8164",1552,"Less than $40K",58,71,46,"F","College","Single"
"8165",3472,"Less than $40K",53,84,41,"F","High School","Married"
"8166",10973,"Less than $40K",48,94,36,"F","Graduate","Married"
"8169",3422,"Less than $40K",42,74,29,"F","Graduate","Married"
"8170",4977,"Less than $40K",45,85,35,"F","Graduate","Single"
"8172",1438.3,"Less than $40K",39,64,32,"F","Graduate","Divorced"
"8176",1438.3,"$40K - $60K",45,77,32,"F","Doctorate","Married"
"8177",2446,"$40K - $60K",48,78,38,"F","Uneducated","Single"
"8179",3005,"$40K - $60K",56,72,36,"F","Post-Graduate","Single"
"8180",2033,"Less than $40K",50,95,30,"F","Graduate","Married"
"8186",28673,"$60K - $80K",51,69,43,"M","High School","Single"
"8188",2041,"Less than $40K",56,63,43,"F","High School","Married"
"8189",1438.3,"Less than $40K",46,81,34,"F","Graduate","Single"
"8190",1572,"Less than $40K",54,54,36,"F","High School","Single"
"8193",1460,"Less than $40K",50,63,42,"F","High School","Single"
"8194",25410,"$80K - $120K",52,70,47,"M","Graduate","Single"
"8195",2143,"Less than $40K",56,82,38,"F","College","Married"
"8196",8566,"$40K - $60K",42,89,35,"M","Uneducated","Single"
"8197",1438.3,"$60K - $80K",43,89,30,"M","Uneducated","Single"
"8198",3297,"Less than $40K",59,91,40,"F","College","Single"
"8199",2816,"Less than $40K",39,87,36,"F","High School","Married"
"8207",3173,"Less than $40K",54,71,36,"F","High School","Married"
"8208",2890,"Less than $40K",43,77,32,"F","Graduate","Married"
"8210",2625,"$40K - $60K",40,47,27,"F","Graduate","Single"
"8212",3226,"Less than $40K",43,75,36,"F","Graduate","Single"
"8214",2174,"Less than $40K",49,78,43,"F","Graduate","Married"
"8216",2215,"Less than $40K",49,72,42,"F","High School","Married"
"8220",3172,"Less than $40K",42,83,23,"F","High School","Single"
"8222",5070,"Less than $40K",36,85,30,"F","Uneducated","Married"
"8223",1466,"$40K - $60K",56,86,51,"M","Graduate","Single"
"8224",2427,"Less than $40K",52,85,37,"F","Graduate","Married"
"8225",17999,"$120K +",59,78,48,"M","Graduate","Single"
"8226",4553,"$40K - $60K",44,95,31,"F","High School","Married"
"8229",1894,"Less than $40K",57,73,45,"F","Graduate","Married"
"8230",2097,"Less than $40K",48,83,40,"F","High School","Married"
"8231",1983,"$60K - $80K",47,80,36,"M","High School","Divorced"
"8233",7879,"$60K - $80K",52,83,36,"M","College","Married"
"8234",3336,"$40K - $60K",46,95,34,"F","High School","Married"
"8235",1726,"Less than $40K",34,68,27,"F","Post-Graduate","Married"
"8236",2917,"Less than $40K",45,92,27,"F","Doctorate","Single"
"8238",1915,"$40K - $60K",49,80,31,"M","Doctorate","Married"
"8240",2066,"Less than $40K",41,76,35,"F","College","Married"
"8241",2164,"$40K - $60K",53,69,39,"F","High School","Married"
"8243",1484,"Less than $40K",43,81,24,"F","High School","Married"
"8245",2275,"Less than $40K",44,77,28,"F","Uneducated","Married"
"8246",1438.3,"Less than $40K",44,78,40,"F","High School","Single"
"8247",3683,"Less than $40K",51,86,43,"F","Graduate","Married"
"8248",2722,"Less than $40K",38,88,30,"F","High School","Divorced"
"8249",34516,"$80K - $120K",43,54,30,"M","High School","Married"
"8250",2072,"$60K - $80K",48,71,36,"M","Graduate","Married"
"8251",6383,"$120K +",53,87,40,"M","Graduate","Married"
"8254",1438.3,"$60K - $80K",42,83,35,"M","College","Married"
"8255",13478,"$120K +",50,56,36,"M","Uneducated","Married"
"8256",2841,"Less than $40K",46,73,41,"F","High School","Divorced"
"8257",1830,"Less than $40K",33,76,23,"F","Uneducated","Married"
"8258",2360,"$120K +",37,82,31,"M","Doctorate","Single"
"8259",3717,"$60K - $80K",43,91,35,"M","High School","Married"
"8261",2289,"$60K - $80K",42,83,34,"M","Uneducated","Divorced"
"8263",1438.3,"Less than $40K",44,85,32,"F","Uneducated","Single"
"8270",4049,"Less than $40K",62,80,51,"F","College","Divorced"
"8271",1438.3,"$80K - $120K",45,86,39,"M","Doctorate","Married"
"8272",10880,"$60K - $80K",40,90,28,"M","College","Single"
"8273",3451,"$60K - $80K",51,67,36,"M","Doctorate","Married"
"8274",20749,"$60K - $80K",41,77,33,"M","High School","Divorced"
"8275",2481,"Less than $40K",49,69,43,"F","Post-Graduate","Single"
"8276",2415,"$60K - $80K",61,71,53,"M","High School","Single"
"8277",1438.3,"Less than $40K",33,85,36,"F","College","Single"
"8279",1438.3,"Less than $40K",35,94,27,"F","Doctorate","Single"
"8280",2601,"Less than $40K",41,83,29,"F","High School","Married"
"8282",5578,"$60K - $80K",49,53,36,"M","High School","Single"
"8283",3698,"Less than $40K",52,82,40,"F","Graduate","Married"
"8286",1933,"Less than $40K",42,71,32,"F","Graduate","Single"
"8287",27169,"$120K +",41,87,32,"M","Graduate","Married"
"8289",5642,"Less than $40K",54,84,36,"F","High School","Married"
"8290",3239,"Less than $40K",60,91,36,"F","Graduate","Married"
"8292",3680,"$40K - $60K",37,77,32,"F","College","Single"
"8293",1787,"$60K - $80K",44,79,37,"M","Graduate","Married"
"8294",4752,"$60K - $80K",52,63,36,"M","Graduate","Married"
"8297",3764,"$60K - $80K",43,80,31,"M","High School","Married"
"8299",3554,"Less than $40K",39,90,32,"F","Doctorate","Divorced"
"8302",3429,"Less than $40K",41,76,21,"M","High School","Single"
"8303",2021,"$60K - $80K",50,71,45,"M","Graduate","Married"
"8304",2444,"Less than $40K",54,61,41,"F","College","Married"
"8307",2107,"$40K - $60K",51,88,43,"F","Graduate","Married"
"8309",32777,"$120K +",48,75,36,"M","College","Married"
"8310",4607,"$120K +",50,88,41,"M","Graduate","Married"
"8313",3144,"$40K - $60K",40,67,36,"F","College","Married"
"8314",2725,"$40K - $60K",47,85,40,"F","Post-Graduate","Divorced"
"8315",1874,"Less than $40K",53,78,36,"F","High School","Single"
"8319",16553,"$60K - $80K",44,82,38,"M","Uneducated","Divorced"
"8323",2853,"$40K - $60K",45,65,36,"F","High School","Single"
"8324",2382,"Less than $40K",50,89,41,"F","Graduate","Single"
"8325",2830,"Less than $40K",54,74,36,"F","Graduate","Single"
"8327",3705,"Less than $40K",52,89,45,"F","Graduate","Married"
"8329",1439,"$40K - $60K",47,79,36,"F","Uneducated","Divorced"
"8331",2563,"Less than $40K",52,77,44,"F","High School","Married"
"8332",1896,"Less than $40K",46,75,33,"F","High School","Married"
"8334",2596,"Less than $40K",55,87,44,"F","Uneducated","Married"
"8336",1616,"Less than $40K",43,74,25,"F","Uneducated","Single"
"8337",6618,"$60K - $80K",42,76,36,"M","Uneducated","Single"
"8339",3040,"$40K - $60K",38,73,25,"F","High School","Single"
"8341",4436,"$40K - $60K",51,85,36,"M","College","Married"
"8342",13138,"Less than $40K",44,77,25,"F","Graduate","Divorced"
"8344",3297,"Less than $40K",38,86,36,"F","College","Married"
"8345",6272,"$60K - $80K",46,66,34,"M","Graduate","Single"
"8346",5608,"$40K - $60K",54,77,42,"M","College","Single"
"8348",1621,"Less than $40K",30,84,36,"F","Graduate","Married"
"8349",2305,"Less than $40K",49,74,38,"F","Uneducated","Married"
"8350",9525,"$40K - $60K",54,79,43,"F","Uneducated","Single"
"8352",3168,"$120K +",51,71,36,"M","Graduate","Single"
"8353",2939,"Less than $40K",37,84,27,"F","College","Married"
"8354",2724,"Less than $40K",44,75,32,"F","High School","Divorced"
"8357",1438.3,"$40K - $60K",55,88,41,"F","Graduate","Married"
"8359",34516,"$120K +",50,73,33,"M","Graduate","Single"
"8364",6426,"$60K - $80K",44,80,36,"M","Uneducated","Single"
"8365",2761,"Less than $40K",47,88,36,"F","Graduate","Single"
"8366",2148,"$40K - $60K",38,64,36,"F","High School","Single"
"8367",2485,"$40K - $60K",49,71,30,"F","Graduate","Divorced"
"8368",3394,"$40K - $60K",39,75,25,"F","Graduate","Single"
"8369",3367,"$40K - $60K",50,91,40,"F","High School","Married"
"8370",4154,"$40K - $60K",50,86,43,"F","High School","Married"
"8372",2506,"Less than $40K",54,80,43,"F","Graduate","Divorced"
"8373",1774,"Less than $40K",46,60,38,"F","College","Divorced"
"8377",3918,"$40K - $60K",45,69,36,"F","Uneducated","Single"
"8381",1550,"Less than $40K",44,87,31,"F","Graduate","Single"
"8382",2669,"Less than $40K",58,79,53,"F","Graduate","Single"
"8383",3311,"$60K - $80K",42,80,23,"M","College","Single"
"8384",3068,"Less than $40K",51,71,33,"F","High School","Single"
"8386",3050,"$40K - $60K",37,75,27,"F","Uneducated","Single"
"8388",2647,"$40K - $60K",42,82,23,"F","Graduate","Married"
"8393",2185,"Less than $40K",48,83,36,"F","High School","Divorced"
"8395",3183,"$40K - $60K",44,63,27,"F","College","Married"
"8397",17096,"$80K - $120K",57,62,50,"M","Graduate","Single"
"8398",2897,"Less than $40K",50,87,38,"F","Graduate","Married"
"8401",1438.3,"Less than $40K",51,71,36,"F","College","Single"
"8402",1677,"$40K - $60K",34,87,36,"F","High School","Single"
"8404",1860,"Less than $40K",57,62,45,"F","Graduate","Married"
"8406",2124,"Less than $40K",47,83,30,"F","Graduate","Married"
"8407",3413,"Less than $40K",48,67,37,"F","Graduate","Single"
"8408",2178,"Less than $40K",41,80,24,"F","Graduate","Married"
"8415",2096,"Less than $40K",49,82,40,"F","College","Married"
"8416",7293,"$60K - $80K",41,82,28,"M","Graduate","Single"
"8418",1438.3,"$40K - $60K",42,80,36,"M","Graduate","Single"
"8419",2298,"Less than $40K",57,81,46,"F","High School","Single"
"8421",1517,"Less than $40K",58,69,47,"F","Doctorate","Married"
"8427",2005,"Less than $40K",43,80,34,"F","Graduate","Single"
"8428",4790,"Less than $40K",35,81,36,"F","High School","Married"
"8431",13670,"$120K +",53,81,46,"M","Graduate","Married"
"8433",3202,"$40K - $60K",48,88,42,"M","Uneducated","Married"
"8435",2296,"$60K - $80K",50,77,36,"M","Post-Graduate","Single"
"8441",6615,"Less than $40K",49,75,36,"F","Graduate","Married"
"8445",1912,"Less than $40K",50,87,36,"F","Graduate","Married"
"8449",2548,"Less than $40K",45,77,35,"F","High School","Married"
"8450",1457,"Less than $40K",45,93,36,"F","High School","Married"
"8452",1980,"$40K - $60K",59,96,53,"F","Graduate","Single"
"8453",2216,"Less than $40K",48,83,35,"F","Graduate","Married"
"8454",4262,"$40K - $60K",57,75,47,"F","Graduate","Divorced"
"8455",2573,"Less than $40K",42,88,28,"F","Uneducated","Married"
"8456",5431,"$40K - $60K",55,82,42,"F","High School","Married"
"8457",3092,"Less than $40K",43,87,30,"F","Uneducated","Married"
"8458",2984,"Less than $40K",37,86,31,"F","Graduate","Married"
"8460",2669,"Less than $40K",34,74,28,"M","Graduate","Single"
"8461",1789,"Less than $40K",50,75,45,"F","Graduate","Married"
"8462",2835,"Less than $40K",36,77,25,"F","Doctorate","Single"
"8463",1558,"Less than $40K",44,86,28,"F","Graduate","Single"
"8464",7299,"$80K - $120K",47,83,42,"M","Graduate","Single"
"8466",1438.3,"Less than $40K",45,70,35,"F","Graduate","Married"
"8469",2468,"Less than $40K",38,76,25,"F","Uneducated","Single"
"8472",10699,"$60K - $80K",45,61,35,"M","College","Single"
"8475",3089,"$40K - $60K",54,75,48,"F","High School","Single"
"8477",1665,"Less than $40K",53,75,36,"F","College","Married"
"8478",2456,"$120K +",54,84,48,"M","College","Single"
"8479",11773,"$60K - $80K",47,58,40,"M","Graduate","Married"
"8480",1438.3,"$40K - $60K",43,82,23,"F","Graduate","Single"
"8481",3104,"$40K - $60K",41,77,32,"F","College","Single"
"8483",4060,"Less than $40K",50,87,34,"F","Uneducated","Married"
"8484",3428,"Less than $40K",42,87,24,"F","Uneducated","Single"
"8488",12745,"$60K - $80K",46,80,33,"M","Uneducated","Married"
"8489",1790,"$60K - $80K",39,96,36,"M","Doctorate","Single"
"8491",4970,"$40K - $60K",43,83,35,"M","Doctorate","Single"
"8492",5400,"$40K - $60K",49,80,32,"F","Graduate","Single"
"8496",1876,"$80K - $120K",44,82,34,"M","College","Single"
"8499",1719,"Less than $40K",54,65,49,"F","Uneducated","Single"
"8500",1438.3,"$40K - $60K",47,78,36,"F","Uneducated","Single"
"8502",4883,"$40K - $60K",33,82,20,"F","Graduate","Single"
"8503",3413,"$80K - $120K",38,45,29,"M","High School","Single"
"8507",2228,"$40K - $60K",61,71,49,"M","Uneducated","Single"
"8509",2194,"$40K - $60K",58,81,47,"F","Graduate","Married"
"8510",2665,"Less than $40K",41,71,28,"F","Graduate","Married"
"8511",2444,"$40K - $60K",42,50,38,"M","Uneducated","Married"
"8512",3335,"Less than $40K",45,78,32,"F","Uneducated","Married"
"8513",2726,"Less than $40K",45,89,32,"F","Post-Graduate","Married"
"8515",2734,"Less than $40K",40,90,28,"F","High School","Married"
"8516",1727,"Less than $40K",57,82,47,"F","College","Single"
"8519",1438.3,"Less than $40K",45,84,39,"F","Graduate","Single"
"8520",6330,"$40K - $60K",42,52,35,"F","College","Single"
"8523",5298,"Less than $40K",48,80,40,"F","Graduate","Married"
"8524",2540,"Less than $40K",44,82,32,"F","Post-Graduate","Married"
"8528",1839,"Less than $40K",45,91,36,"F","Uneducated","Single"
"8529",1685,"Less than $40K",54,85,35,"F","Doctorate","Married"
"8531",2840,"Less than $40K",40,82,27,"F","Uneducated","Married"
"8532",2977,"$40K - $60K",47,88,36,"F","Graduate","Single"
"8534",1961,"Less than $40K",39,92,35,"F","Uneducated","Single"
"8535",2156,"Less than $40K",53,95,36,"F","High School","Married"
"8536",2772,"$40K - $60K",53,68,40,"F","Uneducated","Married"
"8537",2832,"Less than $40K",29,75,21,"F","Uneducated","Married"
"8538",1552,"Less than $40K",44,80,35,"F","High School","Single"
"8540",11409,"Less than $40K",40,58,36,"M","Graduate","Divorced"
"8541",1965,"Less than $40K",40,91,27,"F","Uneducated","Single"
"8542",1622,"$40K - $60K",42,67,29,"F","Uneducated","Married"
"8543",1736,"Less than $40K",38,86,27,"F","Uneducated","Married"
"8545",24256,"$80K - $120K",49,69,36,"M","High School","Married"
"8547",1438.3,"Less than $40K",38,79,27,"F","College","Single"
"8549",5594,"Less than $40K",44,75,37,"F","Uneducated","Divorced"
"8554",1477,"Less than $40K",50,80,42,"F","High School","Single"
"8556",6146,"$60K - $80K",39,76,19,"M","Graduate","Single"
"8557",2672,"$40K - $60K",53,75,40,"M","College","Married"
"8558",13426,"$60K - $80K",42,66,38,"M","High School","Married"
"8560",30300,"$80K - $120K",47,64,35,"M","Post-Graduate","Married"
"8561",7088,"$80K - $120K",51,76,39,"M","Graduate","Married"
"8562",1872,"$40K - $60K",56,81,36,"F","Graduate","Married"
"8563",2874,"$40K - $60K",33,88,26,"F","College","Married"
"8564",6763,"$40K - $60K",36,76,36,"M","Graduate","Single"
"8566",2867,"Less than $40K",39,89,21,"F","Graduate","Single"
"8570",5027,"$40K - $60K",39,70,21,"F","High School","Married"
"8572",2465,"$60K - $80K",49,83,36,"M","High School","Married"
"8573",7584,"Less than $40K",43,65,36,"F","Graduate","Single"
"8576",4963,"$80K - $120K",48,78,33,"M","Graduate","Married"
"8578",1943,"$60K - $80K",47,81,41,"M","Uneducated","Divorced"
"8579",3485,"$40K - $60K",56,87,38,"F","Post-Graduate","Married"
"8580",23459,"$80K - $120K",43,83,38,"M","Graduate","Married"
"8581",2306,"Less than $40K",51,70,31,"F","College","Single"
"8582",18177,"$80K - $120K",42,94,36,"M","High School","Married"
"8584",2894,"Less than $40K",47,87,41,"F","Uneducated","Single"
"8585",34516,"$80K - $120K",44,91,32,"M","Post-Graduate","Married"
"8586",34516,"$120K +",44,83,34,"M","High School","Married"
"8587",34516,"$120K +",53,98,43,"M","Graduate","Single"
"8588",7839,"$40K - $60K",41,83,37,"M","Graduate","Single"
"8590",6224,"$60K - $80K",49,70,36,"M","High School","Married"
"8591",6078,"Less than $40K",42,95,13,"F","College","Married"
"8592",21322,"$80K - $120K",50,91,39,"M","High School","Single"
"8593",1590,"$40K - $60K",51,80,36,"M","Post-Graduate","Married"
"8594",1986,"Less than $40K",52,86,36,"F","Uneducated","Divorced"
"8595",15618,"$60K - $80K",48,77,36,"M","Graduate","Single"
"8596",34496,"$80K - $120K",44,80,33,"M","Uneducated","Married"
"8597",2544,"$40K - $60K",40,88,35,"F","High School","Single"
"8600",6153,"Less than $40K",42,92,36,"M","Graduate","Married"
"8601",15987,"Less than $40K",42,88,36,"F","High School","Married"
"8603",3421,"Less than $40K",61,75,56,"F","High School","Single"
"8604",11000,"$40K - $60K",59,86,36,"M","Uneducated","Single"
"8605",2490,"Less than $40K",46,91,37,"F","Uneducated","Married"
"8607",2490,"Less than $40K",48,86,36,"F","Post-Graduate","Married"
"8608",2055,"$40K - $60K",44,80,36,"F","High School","Single"
"8610",3453,"Less than $40K",42,85,28,"F","Post-Graduate","Single"
"8611",20304,"$60K - $80K",40,85,36,"M","College","Divorced"
"8612",8283,"Less than $40K",61,104,55,"F","College","Single"
"8613",11318,"$80K - $120K",45,93,35,"M","Uneducated","Single"
"8615",11919,"$60K - $80K",47,96,36,"M","Uneducated","Married"
"8616",2948,"Less than $40K",45,86,32,"F","High School","Married"
"8618",12294,"$60K - $80K",42,87,29,"M","Graduate","Married"
"8621",13452,"$60K - $80K",40,69,28,"M","High School","Married"
"8623",4942,"$40K - $60K",53,85,45,"F","Graduate","Single"
"8625",19719,"$80K - $120K",44,97,31,"M","Uneducated","Single"
"8628",9484,"Less than $40K",43,95,36,"F","High School","Married"
"8631",3059,"Less than $40K",57,89,45,"F","Post-Graduate","Single"
"8632",34516,"$120K +",51,87,44,"M","Doctorate","Single"
"8633",25178,"$80K - $120K",49,87,36,"M","Doctorate","Divorced"
"8634",7169,"Less than $40K",61,80,54,"M","Graduate","Single"
"8635",18224,"$60K - $80K",62,93,56,"M","Graduate","Single"
"8637",4813,"$60K - $80K",52,91,34,"M","Graduate","Divorced"
"8639",12569,"Less than $40K",50,95,38,"F","High School","Single"
"8641",8259,"Less than $40K",53,88,48,"F","College","Single"
"8642",13804,"$60K - $80K",42,97,27,"M","High School","Married"
"8644",6448,"Less than $40K",43,88,35,"F","Graduate","Married"
"8645",5479,"$60K - $80K",57,86,51,"M","Post-Graduate","Divorced"
"8646",3749,"Less than $40K",50,89,42,"F","Uneducated","Married"
"8647",30210,"$120K +",48,88,40,"M","High School","Single"
"8648",5807,"$120K +",41,96,36,"M","Graduate","Married"
"8649",3605,"$60K - $80K",44,78,36,"M","High School","Married"
"8650",17077,"$40K - $60K",44,75,39,"F","College","Single"
"8651",5380,"Less than $40K",43,93,37,"F","College","Married"
"8652",34516,"$80K - $120K",51,88,36,"M","Graduate","Married"
"8653",27720,"$80K - $120K",47,89,30,"M","Post-Graduate","Married"
"8654",18341,"$40K - $60K",47,85,39,"F","Doctorate","Single"
"8655",27712,"$120K +",38,91,30,"M","High School","Single"
"8656",8285,"$40K - $60K",46,84,42,"M","High School","Single"
"8659",34516,"$80K - $120K",41,87,30,"M","Graduate","Married"
"8660",7045,"$40K - $60K",49,98,37,"F","Uneducated","Single"
"8661",14388,"$80K - $120K",44,85,37,"M","Graduate","Single"
"8663",4752,"$60K - $80K",44,76,24,"M","Graduate","Married"
"8667",34516,"$80K - $120K",42,93,36,"M","Uneducated","Single"
"8668",18336,"$60K - $80K",52,84,36,"M","Graduate","Married"
"8670",10682,"$40K - $60K",41,92,32,"M","College","Married"
"8671",8587,"Less than $40K",39,92,27,"F","Doctorate","Married"
"8672",5494,"Less than $40K",46,78,30,"F","Graduate","Single"
"8673",1946,"Less than $40K",45,82,31,"F","Graduate","Married"
"8674",6228,"$60K - $80K",53,77,47,"M","High School","Single"
"8676",13609,"Less than $40K",44,77,34,"F","Graduate","Single"
"8678",34516,"$60K - $80K",46,82,33,"M","Uneducated","Married"
"8679",15987,"Less than $40K",38,94,31,"F","Graduate","Single"
"8680",2391,"Less than $40K",46,101,36,"F","Graduate","Divorced"
"8682",20811,"$60K - $80K",47,82,41,"M","College","Single"
"8684",3735,"$40K - $60K",45,82,36,"M","Graduate","Married"
"8685",2275,"$40K - $60K",50,83,39,"F","High School","Married"
"8686",7350,"Less than $40K",43,64,36,"F","High School","Married"
"8687",1913,"$40K - $60K",48,80,34,"M","College","Married"
"8690",18956,"$40K - $60K",46,88,36,"M","College","Married"
"8691",13445,"$60K - $80K",45,82,35,"M","College","Single"
"8692",8979,"Less than $40K",53,87,36,"M","High School","Single"
"8693",6674,"Less than $40K",49,92,38,"F","Graduate","Married"
"8694",6265,"Less than $40K",52,89,34,"F","Post-Graduate","Single"
"8695",34516,"$80K - $120K",47,92,36,"M","Graduate","Married"
"8696",34516,"$80K - $120K",47,77,36,"M","Uneducated","Single"
"8697",13165,"$60K - $80K",43,95,33,"M","High School","Single"
"8698",9959,"$80K - $120K",49,77,38,"M","College","Divorced"
"8699",9243,"$40K - $60K",40,82,28,"F","College","Divorced"
"8700",4737,"Less than $40K",53,88,44,"F","Graduate","Single"
"8702",2000,"$40K - $60K",46,85,32,"M","High School","Single"
"8703",34516,"$80K - $120K",41,87,28,"M","High School","Single"
"8706",23453,"$80K - $120K",51,96,40,"M","Uneducated","Divorced"
"8707",34516,"$120K +",44,76,36,"M","High School","Single"
"8708",6139,"$60K - $80K",49,80,36,"M","Uneducated","Married"
"8710",9815,"$40K - $60K",53,89,41,"F","Graduate","Single"
"8713",3256,"$40K - $60K",47,89,42,"F","Doctorate","Married"
"8714",19000,"$80K - $120K",50,74,35,"M","Uneducated","Single"
"8715",34516,"$120K +",44,86,36,"M","Graduate","Single"
"8716",13197,"$60K - $80K",48,84,37,"M","Graduate","Married"
"8718",23457,"$60K - $80K",43,96,31,"M","Uneducated","Married"
"8720",31560,"$80K - $120K",41,93,33,"M","Graduate","Single"
"8721",6218,"Less than $40K",46,84,36,"F","High School","Single"
"8725",2844,"$80K - $120K",39,73,31,"M","Uneducated","Single"
"8726",9678,"Less than $40K",53,90,49,"F","High School","Single"
"8728",5207,"Less than $40K",52,84,40,"F","Post-Graduate","Married"
"8729",15034,"$40K - $60K",46,84,36,"M","High School","Divorced"
"8730",3107,"$40K - $60K",44,87,36,"F","Graduate","Divorced"
"8731",12214,"$40K - $60K",52,105,39,"F","High School","Single"
"8732",23070,"$80K - $120K",52,81,45,"M","Graduate","Married"
"8733",2167,"Less than $40K",50,83,40,"F","Graduate","Single"
"8734",34516,"$80K - $120K",55,95,49,"M","High School","Single"
"8738",12055,"$120K +",49,93,38,"M","Uneducated","Single"
"8742",10753,"$40K - $60K",54,80,41,"F","Graduate","Single"
"8744",2069,"Less than $40K",46,82,35,"F","Uneducated","Married"
"8745",11362,"Less than $40K",43,88,34,"F","College","Married"
"8746",34516,"$120K +",53,85,36,"M","High School","Divorced"
"8747",20001,"$60K - $80K",44,96,32,"M","Graduate","Married"
"8748",8786,"$40K - $60K",48,92,42,"M","High School","Married"
"8749",7142,"$80K - $120K",41,83,28,"M","Uneducated","Single"
"8752",34516,"$80K - $120K",51,89,38,"M","College","Married"
"8754",23402,"$60K - $80K",39,98,29,"M","Uneducated","Single"
"8756",6565,"$120K +",41,97,36,"M","Graduate","Married"
"8759",5128,"Less than $40K",50,98,36,"M","Uneducated","Married"
"8761",34516,"$80K - $120K",49,74,39,"M","Graduate","Married"
"8762",14646,"$120K +",49,92,40,"M","Graduate","Married"
"8763",12578,"$80K - $120K",41,82,37,"M","Graduate","Married"
"8765",3416,"$40K - $60K",52,75,42,"F","High School","Single"
"8766",6224,"$60K - $80K",42,82,33,"M","Graduate","Married"
"8767",10741,"Less than $40K",49,71,38,"F","College","Married"
"8771",8561,"$80K - $120K",49,79,39,"M","Uneducated","Married"
"8773",7645,"Less than $40K",51,75,36,"F","High School","Single"
"8774",1922,"$60K - $80K",51,76,42,"M","Uneducated","Single"
"8775",5625,"Less than $40K",51,75,33,"F","High School","Married"
"8776",2274,"Less than $40K",54,74,36,"F","College","Single"
"8777",34516,"$120K +",46,101,31,"M","Doctorate","Divorced"
"8782",4778,"$80K - $120K",49,74,45,"M","Uneducated","Married"
"8787",34516,"$120K +",51,82,39,"M","Graduate","Married"
"8792",3794,"Less than $40K",42,80,33,"F","Graduate","Married"
"8793",5785,"Less than $40K",46,86,36,"F","Graduate","Single"
"8796",4086,"Less than $40K",41,87,31,"F","College","Married"
"8797",31987,"$80K - $120K",47,83,38,"M","Uneducated","Married"
"8799",11128,"Less than $40K",47,93,40,"F","Graduate","Single"
"8800",3062,"$40K - $60K",51,75,41,"M","Graduate","Single"
"8802",34516,"$80K - $120K",44,86,29,"M","Graduate","Married"
"8807",7566,"$40K - $60K",40,88,32,"M","High School","Divorced"
"8811",6633,"Less than $40K",44,106,36,"F","High School","Married"
"8814",34516,"$80K - $120K",50,85,42,"M","Graduate","Married"
"8816",2636,"Less than $40K",49,82,36,"F","Graduate","Single"
"8819",8401,"Less than $40K",43,98,35,"F","High School","Married"
"8822",2737,"Less than $40K",45,80,36,"F","College","Married"
"8824",34516,"$120K +",52,81,43,"M","Uneducated","Married"
"8827",2437,"$40K - $60K",42,77,27,"M","College","Married"
"8828",4557,"$80K - $120K",49,91,36,"M","Graduate","Single"
"8829",10949,"$40K - $60K",55,91,36,"M","Uneducated","Single"
"8831",22361,"$40K - $60K",40,94,28,"F","College","Single"
"8833",34516,"$80K - $120K",46,69,32,"M","College","Single"
"8835",10877,"Less than $40K",44,90,26,"F","Graduate","Married"
"8838",11901,"$80K - $120K",46,82,39,"M","Graduate","Married"
"8841",9298,"$40K - $60K",52,87,41,"M","Graduate","Single"
"8842",4136,"$40K - $60K",62,97,53,"F","Post-Graduate","Single"
"8844",15030,"$80K - $120K",57,81,45,"M","High School","Single"
"8845",6441,"Less than $40K",44,94,40,"F","Graduate","Married"
"8849",34516,"$120K +",51,79,31,"M","Post-Graduate","Married"
"8850",4174,"Less than $40K",45,86,33,"F","High School","Married"
"8852",6954,"Less than $40K",46,89,27,"M","Graduate","Married"
"8854",1820,"Less than $40K",43,91,38,"F","High School","Single"
"8855",2937,"$40K - $60K",52,102,36,"M","Uneducated","Married"
"8856",6636,"Less than $40K",46,86,36,"F","High School","Single"
"8857",31497,"$60K - $80K",41,92,31,"M","Graduate","Married"
"8859",1959,"Less than $40K",52,65,35,"F","High School","Married"
"8861",7801,"$60K - $80K",49,91,42,"M","Graduate","Single"
"8862",6455,"$120K +",55,99,44,"M","College","Single"
"8863",11343,"$40K - $60K",46,107,37,"M","Graduate","Divorced"
"8866",7667,"$80K - $120K",49,94,40,"M","High School","Married"
"8867",34516,"$120K +",41,88,24,"M","Uneducated","Single"
"8868",6713,"$80K - $120K",37,85,36,"M","High School","Single"
